Number	Gender	GivenName	Surname	StreetAddress	City	ZipCode	EmailAddress	TelephoneNumber	Age	Color	Occupation	Company	Vehicle	Domain	BloodType	Kilograms	Centimeters	Birthday
114	male	Þengill	Níelsson	Austurstraeti 66	Reykjavík	109	THengillNielsson@rhyta.com	462 2556	30	Black	Acoustical carpenter	Briazz	1998 Subaru SVX	LemonSalad.is	B+	104.8	186	5/11/1989
115	female	Magdalena	Tryggvadóttir	Grýtubakki 19	Vík	871	MagdalenaTryggvadottir@armyspy.com	475 0981	81	Yellow	Lawyer	Prestigabiz	1994 Toyota Venture	FloristPedia.is	O-	94.8	170	6/15/1938
116	male	Guðgeir	Skaftason	Þrúðvangur 6	Hella	850	GudgeirSkaftason@jourrapide.com	458 1238	47	Blue	Paymaster	Lionel Playworld	1992 Mazda MX-5 Miata	HistoricalGrowth.is	O+	71.6	182	9/21/1971
117	female	Ingunn	Sigurjónsdóttir	Thverholt 13	Mosfellsbær	270	IngunnSigurjonsdottir@dayrep.com	418 0974	69	Blue	Cutter	Laughner's Cafeteria	2008 Land Rover Range Rover	MobileHobby.is	O-	92.1	155	1/19/1950
118	female	Gunna	Friðleifsdóttir	Sidumula 27	Reykjavík	150	GunnaFridleifsdottir@gustr.com	456 8448	52	Purple	Diesel mechanic	Hudson's MensWear	2005 Fiat Croma	FloridaPediatricians.is	A+	97.2	161	9/8/1967
119	female	Hrönn	Ottarsdóttir	Kirkjubraut 35	Laugar	650	HronnOttarsdottir@armyspy.com	418 3173	34	Purple	Multiple machine tool setter	Jay Jacobs	2000 Honda Step Wagon	BelizeFaq.is	A+	73.2	165	3/5/1985
120	female	Elisabet	Gunnlaugsdóttir	Heiðarbraut 63	Kópasker	671	ElisabetGunnlaugsdottir@fleckens.hu	474 7683	71	Brown	Occupational analyst	Asian Junction	2002 Volkswagen W12	MazeCourse.is	O+	89.6	152	11/22/1947
121	male	Cheryl	Guðgeirsson	Skíðabraut 40	Dalvík	620	CherylGudgeirsson@teleworm.us	439 3708	55	Black	Hanger	Baltimore Markets	1994 Peugeot 806	EditFrog.is	B+	108.9	170	5/29/1964
122	female	Árný	Atladóttir	Nordurvegur 6	Hrísey	630	ArnyAtladottir@dayrep.com	412 7138	60	Purple	Social work planner	Super Saver Foods	1993 Toyota Cressida	HelloSites.is	AB+	95.3	164	8/19/1959
123	female	Ester	Hallgrímsdóttir	Thverholt 50	Mosfellsbær	270	EsterHallgrimsdottir@rhyta.com	471 9931	79	Purple	News camera operator	A.J. August Fashion Wear	1998 Volvo S40	BargainWash.is	O+	70.5	162	7/24/1940
124	female	Hilda	Hallmundsdóttir	Höfðabraut 77	Hvammstangi	531	HildaHallmundsdottir@fleckens.hu	448 4608	33	Orange	U.S. Deputy Marshal	Just For Feet	1992 Austin Montego	TripMission.is	B+	77.2	167	8/9/1986
125	male	Ægir	Vigfússon	Adalstraeti 1	Akureyri	602	AEgirVigfusson@superrito.com	438 6515	38	White	Welding machine operator	Steve & Barry's	1996 Peugeot 504	WednesdayTV.is	O+	68.1	182	9/21/1980
126	male	Guðjón	Ásbergsson	Fjolnisgata 56	Akureyri	600	GudjonAsbergsson@fleckens.hu	478 9399	55	Red	Identification clerk	Earl Abel's	1992 Ford Festiva	LocalRefinishing.is	O+	111.9	175	1/4/1964
127	male	Diðrik	Kristmundsson	Drangahrauni 19	Kópavogur	202	DidrikKristmundsson@fleckens.hu	457 8193	26	Blue	Histology technician	LaBelle's	2008 Ford Territory	MatureKid.is	O+	66.1	183	10/14/1992
128	female	Kristjana	Hrafnkelsdóttir	Geislagata 76	Hofsós	565	KristjanaHrafnkelsdottir@teleworm.us	471 0302	60	Blue	Greenhouse manager	Shoe Kicks	1997 Daihatsu Applause	CartridgeOptions.is	B-	100.8	170	7/9/1959
129	female	Signý	Hauksdóttir	Nordurvegur 49	Hrísey	630	SignyHauksdottir@superrito.com	439 3811	41	Blue	Archivist	Saturday Matinee	2004 Ariel Atom	VoicemailCampaign.is	A+	60.8	166	4/23/1978
130	female	Gunnhildur	Ragnarsdóttir	Lindargata 18	Sandgerði	245	GunnhildurRagnarsdottir@gustr.com	484 4694	64	Blue	Cardiographer	Personal & Corporate Design	1994 Toyota Century	FinancialBrowse.is	B+	65.7	172	1/25/1955
131	female	Karólína	Kristinsdóttir	Keflavíkurgata 21	Reykjavík	129	KarolinaKristinsdottir@dayrep.com	451 5622	79	Blue	Corporate accountant	Access Asia	1996 Ford Ka	GoodSubject.is	O+	84.1	162	6/13/1940
132	male	Kjartan	Sumarliðason	Ægissiða 39	Grenivík	610	KjartanSumarlidason@dayrep.com	446 8374	74	Blue	Railroad conductor	Druther's	2000 Mercedes-Benz ML	ButterJelly.is	B+	69.3	172	12/19/1944
133	female	Hrönn	Sigmarsdóttir	Árbraut 96	Blönduós	540	HronnSigmarsdottir@rhyta.com	437 0914	29	Purple	Crop scientist	Asiatic Solutions	1996 Ford Thunderbird	CyclingRules.is	B+	90.3	158	5/11/1990
134	female	Svandís	Jakobsdóttir	Klettsbúð 92	Reykjavík	128	SvandisJakobsdottir@gustr.com	429 3865	70	Yellow	Crossing guard	Tee Town	2000 Porsche RGT	ProductMobile.is	AB+	58.2	169	11/1/1948
135	female	Ella	Ingadóttir	Sundabakki 78	Ólafsvík	355	EllaIngadottir@dayrep.com	461 6376	50	Green	Certified pest control applicator	Galaxy Man	2004 Westfield XTR 2	SurvivalJob.is	A+	67.6	161	8/30/1969
136	male	Sigurfinnur	Höskuldsson	Þverbraut 66	Blönduós	541	SigurfinnurHoskuldsson@dayrep.com	444 6755	67	Black	First mate	Mr. Clark's Appliances	2008 Volvo V70	ZenSeek.is	B+	95.2	174	5/7/1952
137	female	Ingibjörg	Skúladóttir	Hafnarstraeti 83	Akureyri	603	IngibjorgSkuladottir@teleworm.us	465 7621	73	Purple	Design printing machine operator	Chatham	1995 Nissan Cima	iTendency.is	A-	85.8	170	6/19/1946
138	male	Helgi	Egilsson	Norðurbraut 38	Reykjavík	112	HelgiEgilsson@dayrep.com	443 6132	32	Blue	Fire prevention specialist	Jackpot Consultant	2007 Maserati Quattroporte	TwistedFan.is	B+	112.6	185	11/16/1986
139	male	Valur	Víðisson	Klapparstígur 11	Reykjavík	127	ValurVidisson@teleworm.us	420 1111	74	White	Coil finisher	Prahject Planner	2007 Land Rover Range Rover	SensorDoors.is	B-	79.9	167	9/25/1944
140	male	Elís	Marteinsson	Nesvegur 90	Reyðarfjörður	730	ElisMarteinsson@rhyta.com	472 8967	68	Green	Seismologist	Formula Gray	1992 Fiat 126	ParadeWeb.is	O+	64.9	171	3/8/1951
141	female	Maggý	Lúthersdóttir	Merkigerði 70	Laugarvatn	840	MaggyLuthersdottir@armyspy.com	422 9347	37	Purple	Monetary economist	Super Place	2002 Ford Excursion	AnimalRatings.is	O+	58.8	166	1/14/1982
142	female	Arna	Jóakimsdóttir	Akurgerði 51	Ísafjörður	400	ArnaJoakimsdottir@armyspy.com	463 9721	60	Blue	Loan closer	Big D Supermarkets	2004 Opel Signum	OpportunityNames.is	B+	98.6	165	4/10/1959
143	male	Valgeir	Axelsson	Eyrarlandsvegur 91	Tálknafjörður	460	ValgeirAxelsson@rhyta.com	450 9738	27	Blue	Log grader	Ardan's	1996 Chevrolet Beretta	TeacherFare.is	A-	102.8	181	6/23/1992
144	female	Fanney	Gunnlaugsdóttir	Hafnarbraut 15	Hólmavík	510	FanneyGunnlaugsdottir@superrito.com	441 9044	19	Red	Placement counselor	Stop and Shop	1998 Nissan Avenir	BlogRiders.is	O-	86.2	165	2/26/2000
145	male	Tómas	Þormóðsson	Ægissiða 25	Grenivík	610	TomasTHormodsson@gustr.com	435 7533	74	Blue	Farmhand	FamilyMart	2008 Nissan Versa	PierHotels.is	O+	84.6	175	4/27/1945
146	male	Magnús	Erlendsson	Hagatorg 79	Reykjavík	101	MagnusErlendsson@dayrep.com	434 1907	37	Blue	Graphic artist	Waccamaw's Homeplace	2003 Lancia Ypsilon	StatutoryCodes.is	B+	93.2	169	1/22/1982
147	female	Guðleif	Ingadóttir	Þorsteinsgata 4	Neskaupstaður	740	GudleifIngadottir@armyspy.com	427 0579	81	Black	Freight stock and material mover	Creative Wealth	1994 Porsche 965	ClickAddiction.is	O-	84.6	153	6/9/1938
148	male	Bergvin	Grettisson	Túnbraut 48	Reykjavík	123	BergvinGrettisson@cuvox.de	454 9211	85	Green	General office clerk	Reliable Guidance	1993 Alpina B3	CheapDevelopers.is	B+	72.8	170	10/2/1933
149	female	Birna	Guðgeirsdóttir	Eyrarodda 29	Flateyri	425	BirnaGudgeirsdottir@dayrep.com	438 2568	82	Purple	Mechanical door repairer	Full Color	2010 Renault Scenic	FeeTelevision.is	O-	68.2	165	8/10/1937
150	male	Grímur	Sveinsson	Bjarnarbraut 57	Norðurfjörður	524	GrimurSveinsson@einrot.com	425 1931	74	Blue	Radiologic technician	Cal Stereo	2006 Alfa Romeo 166	ReverseBirthday.is	O+	78.4	173	12/25/1944
151	female	Helena	Vigfúsdóttir	Vesturgata 36	Reykjavík	155	HelenaVigfusdottir@rhyta.com	432 6761	79	Purple	Museum technician	Family Toy	1995 Oldsmobile Aurora	TouristReservation.is	A-	72.2	159	11/5/1939
152	female	Gabriella	Angantýsdóttir	Hvanneyrarbraut 77	Seltjarnarnes	170	GabriellaAngantysdottir@teleworm.us	421 3829	30	Blue	Health inspector	A+ Electronics	1999 Lotus M250	ModemSales.is	O+	53.1	168	7/19/1989
153	female	Árvök	Þráinsdóttir	Naustavegur 91	Vestmannaeyjar	900	ArvokTHrainsdottir@einrot.com	454 5524	80	Brown	Library aide	Rickel	2005 Mercury Grand Marquis	BillingsMaps.is	O+	73.6	156	5/5/1939
154	female	Sylvía	Eggertsdóttir	Fífubarð 52	Eyrabakki	820	SylviaEggertsdottir@cuvox.de	418 8843	27	Brown	Public defender	The Goose and Duck	2008 Suzuki Splash	WirelessDesert.is	A+	76.1	161	12/16/1991
155	male	Gunnlaugur	Martinsson	Heiðargerði 38	Akranes	300	GunnlaugurMartinsson@teleworm.us	459 3663	69	Blue	Auto damage appraiser	Bold Ideas	2010 Hyundai Sonata	GamersRewards.is	A+	72.1	180	7/17/1950
156	male	Bjarki	Ástvaldsson	Þverbraut 52	Blönduós	541	BjarkiAstvaldsson@superrito.com	424 4472	41	Blue	Ornamental ironworker	Datacorp	1992 Porsche 928	TVSwap.is	A+	114.1	186	3/18/1978
157	female	Dóra	Sigurðardóttir	Hrisateigur 36	Húsavík	641	DoraSigurdardottir@einrot.com	480 7230	45	Blue	Paratransit driver	Lafayette Radio	2002 Toyota Allion	EZScrapbooks.is	A+	53.5	171	10/31/1973
158	female	Ingiríður	Vigfúsdóttir	Hagatorg 25	Reykjavík	101	IngiridurVigfusdottir@cuvox.de	483 8291	26	Red	Drilling and boring machine tool setter	The Goose and Duck	2006 Suzuki Grand Vitara	PotteryFigures.is	AB+	92.5	157	12/2/1992
159	female	Hrafnhildur	Jóhannesdóttir	Suðurgata 6	Sauðarkrókur	550	HrafnhildurJohannesdottir@cuvox.de	425 5261	32	Purple	Recreation supervisor	Food Barn	1995 Toyota Starlet	CapitalZoom.is	A-	58.9	164	10/28/1986
160	female	Heiða	Jóhannsdóttir	Hafnarstræti 60	Suðureyri	430	HeidaJohannsdottir@teleworm.us	461 9689	59	Purple	English as a second language teacher	Forum Cafeterias	1994 Venturi Coupe	DyeCasts.is	A-	78.3	165	1/3/1960
161	female	Sigríður	Valberg	Vikurbraut 36	Grindavík	240	SigridurValberg@dayrep.com	458 9273	42	Purple	Masseuse	Naugles	2003 Mahindra CL	SimiValleyInfo.is	AB+	77.8	163	8/19/1977
162	female	Karólína	Níelsdóttir	Ránargata 68	Kópasker	670	KarolinaNielsdottir@cuvox.de	476 7954	85	Blue	Physician	Incredible Universe	1997 Proton 300	SoccerInstructor.is	AB+	94.5	166	5/5/1934
163	female	Herta	Albertsdóttir	Holmatun 94	Bessastaðahreppur	225	HertaAlbertsdottir@gustr.com	459 2476	70	Blue	Photographer	Food Giant	2006 Renault Espace	VirusCrisis.is	O-	100.5	171	9/9/1949
164	male	Snorri	Njálsson	Golfskálinn 99	Borgarnes	310	SnorriNjalsson@armyspy.com	411 8507	50	Black	Public health dentist	Advansed Teksyztems	2011 Fiat Multipla	SunHabits.is	AB+	74.9	177	4/18/1969
165	female	Fríður	Héðinsdóttir	Norðurbraut 42	Reykjavík	112	FridurHedinsdottir@fleckens.hu	422 7219	60	Purple	Administrative specialist	Huyler's	2010 Dodge Dakota	BalancingWeight.is	O-	95.4	172	11/14/1958
166	female	Hanna	Böðvarsdóttir	Suðurgata 49	Sauðarkrókur	550	HannaBodvarsdottir@cuvox.de	412 6914	82	Brown	Pathologist	Mervyn's	2007 BMW 760	BuffaloWindows.is	A+	65.5	156	3/11/1937
167	male	Vilbergur	Ögmundsson	Sævar 76	Húsavík	640	VilbergurOgmundsson@rhyta.com	487 6154	20	Blue	Oceanographer	Naugles	2001 Alpina B3	DriverDoor.is	A-	97.7	173	10/10/1998
168	male	Gabríel	Þorgilsson	Naustavegur 24	Vestmannaeyjar	900	GabrielTHorgilsson@einrot.com	444 8133	43	Blue	Budget manager	Chandlers	2008 Alpina B7	NarrativeFilms.is	O+	101.7	181	1/17/1976
169	male	Adolf	Jakobsson	Gilsbakka 67	Bíldudalur	465	AdolfJakobsson@dayrep.com	459 6107	68	Blue	Electrocardiograph (EKG) technician	Huyler's	1998 Subaru Impreza	TravelReform.is	O+	78.2	177	3/9/1951
170	male	Margeir	Oddbergsson	Laufásgötu 47	Vestmannaeyjar	902	MargeirOddbergsson@gustr.com	416 8714	65	Blue	Bookkeeper	Klopfenstein's	2007 Volvo XC90	DigitalCakes.is	O+	62.5	176	6/6/1954
171	male	Búi	Þrastarson	Vogaland 26	Djúpivogur	765	BuiTHrastarson@superrito.com	429 4734	78	Blue	Human resources manager	Karl's Shoes	2009 Lotus Exige	InhalerProducts.is	O+	77.9	163	3/27/1941
172	female	Arnþrúður	Traustadóttir	Fitjabraut 84	Keflavík	230	ArnthrudurTraustadottir@superrito.com	469 5358	40	Purple	Mixing and blending machine setter	Zantigo	2015 Jaguar XF	CellRank.is	A+	98.9	157	12/17/1978
173	female	Elísabet	Skarphéðinsdóttir	Heiðargerði 18	Akranes	300	ElisabetSkarphedinsdottir@superrito.com	453 1734	43	Blue	Cabinetmaker	Ukrop's Super Market	1996 Tatra T700	Firmchair.is	O+	59.2	159	5/8/1976
174	female	Geirþrúður	Ottarsdóttir	Grundargötu 16	Grundarfjörður	350	GeirthrudurOttarsdottir@fleckens.hu	441 2723	85	Blue	Transportation storage and distribution manager	Tianguis	2001 Peugeot Vroomster	NuclearSuits.is	O+	72.2	161	1/1/1934
175	female	Silja	Þráinsdóttir	Hafnarstraeti 81	Akureyri	603	SiljaTHrainsdottir@fleckens.hu	485 0363	74	Purple	Police dispatcher	Ellman's Catalog Showrooms	2004 Infiniti G35	HappyStates.is	A+	84.7	160	8/21/1945
176	male	Guðmundur	Grétarsson	Hnjúkabyggð 93	Reykjavík	121	GudmundurGretarsson@gustr.com	420 8931	50	Blue	Administrative lead	Expo Superstore	2005 Kia Spectra	StLouisTrips.is	A+	64.5	169	6/9/1969
177	male	Friðþjófur	Alfonsson	Ráðhústorg 62	Stöðvarfjörður	755	FridthjofurAlfonsson@fleckens.hu	413 6901	44	Blue	Loading machine operator	Omni Tech Solutions	1994 BMW 750	DiningPub.is	O+	102.9	181	4/14/1975
178	male	Arnþór	Sighvatsson	Borgarbraut 75	Mjóifjörður	715	ArnthorSighvatsson@einrot.com	437 1099	24	Red	Ship officer	Tam's Stationers	2008 Honda CR-V	GlobalPediatricians.is	AB+	70.1	171	7/21/1995
179	male	Gísli	Ásmundarson	Bergstaðarstræti 97	Reykjavík	103	GisliAsmundarson@cuvox.de	454 1804	53	Black	Construction laborer	Gas Legion	1997 Oldsmobile Aurora	SongQuestions.is	O+	67.4	171	10/29/1965
180	female	Kristbjörg	Gísladóttir	Klausturvegi 86	Hvolsföllur	860	KristbjorgGisladottir@teleworm.us	424 9336	45	Red	Timber cutting and logging worker	Multicerv	2005 Ferrari 575 Superamerica	TagFormula.is	A+	94.7	173	9/9/1974
181	male	Ingimundur	Arnoldsson	Ártún 17	Reykjavík	110	IngimundurArnoldsson@rhyta.com	486 5046	79	Blue	HVACR technician	Plunkett Home Furnishings	2008 Volvo S80	NetworkingRewards.is	O+	64.5	177	4/14/1940
182	female	Magnþóra	Kristjánsdóttir	Hlégerði 72	Hnífsdalur	410	MagnthoraKristjansdottir@rhyta.com	425 3886	60	Green	Commercial loan officer	Mr Fables	1998 Beijing BJ 2020	SeekMaterial.is	O+	69.0	159	7/12/1959
183	male	Unnþór	Lárusson	Þingvallastræti 24	Súðavík	420	UnnthorLarusson@einrot.com	440 7212	71	Brown	Recreation supervisor	Sunny Real Estate Investments	2004 Kia Cerato	LiveMomentum.is	B+	99.5	182	6/30/1948
184	male	Teitur	Sæmundsson	Grýtubakki 92	Vík	871	TeiturSaemundsson@dayrep.com	427 5281	79	Blue	Residence leasing agent	Techo Solutions	2012 Honda Accord Crosstour	GamingCalculator.is	O+	80.5	168	10/24/1939
185	male	Hreinn	Alfreðsson	Eikarlundur 46	Þórshöfn	680	HreinnAlfredsson@gustr.com	459 2696	67	Green	Grader operator	Whitlocks Auto Supply	1993 Ford Falcon	JobEconomics.is	O+	97.3	175	5/3/1952
186	male	Viðar	Arason	Reykjarhóli 8	Fljót	570	VidarArason@einrot.com	458 1634	42	Yellow	Administrative assistant	Happy Bear Investment	2004 Ford F-250	NightWeddings.is	B+	73.5	177	7/14/1977
187	male	Elvar	Guðleifsson	Thingholtsstraeti 34	Reykjavík	108	ElvarGudleifsson@dayrep.com	461 7009	53	Silver	Insurance sales agent	Golden Joy	1998 Lancia Delta	JuniorPods.is	O-	115.4	185	12/22/1965
188	female	Elínborg	Bryndísardóttir	Holmatun 83	Bessastaðahreppur	225	ElinborgBryndisardottir@teleworm.us	451 5503	49	White	Electromechanical equipment assembler	Hit or Miss	2003 Honda Accord	ChurchMobile.is	O+	89.5	163	6/2/1970
189	male	Árni	Erlingsson	Birkimelur 28	Selfoss	802	ArniErlingsson@cuvox.de	422 2713	75	Black	Medical geographer	Deco Refreshments Inc.	1992 Lamborghini Diablo	SalaryGame.is	A+	89.0	175	12/22/1943
190	male	Margeir	Guðmundsson	Klapparstígur 13	Reykjavík	127	MargeirGudmundsson@superrito.com	460 5981	82	Red	Funeral director	Huyler's	2006 Renault Twingo	FileVid.is	O+	97.5	183	1/24/1937
191	female	Sonja	Agnarsdóttir	Sunnubraut 14	Búðardalur	371	SonjaAgnarsdottir@gustr.com	480 1526	35	Purple	Medical secretary	Four Leaf Clover	2003 Alfa Romeo 8C Competizione	TechInstitution.is	A+	69.4	160	7/8/1984
192	male	Ingþór	Kristófersson	Adalstraeti 21	Akureyri	602	IngthorKristofersson@gustr.com	456 7508	42	Blue	Short haul or local truck driver	Chatham	2005 Chevrolet Blazer	Proor.is	B+	85.9	167	5/28/1977
193	female	Gríma	Gísladóttir	Golfskálinn 97	Borgarnes	310	GrimaGisladottir@armyspy.com	486 8924	33	Blue	Experimental psychologist	Harmony House	1999 Volkswagen Bora	ThenWeb.is	O+	79.6	163	3/13/1986
194	female	Hrefna	Runólfsdóttir	Klausturvegi 88	Hvolsföllur	860	HrefnaRunolfsdottir@gustr.com	421 9655	78	Purple	Prosthetist	Cellophane Square	2015 Mazda CX-5	IndustryCleaning.is	B+	89.4	156	3/24/1941
195	female	Dögg	Sigtryggsdóttir	Hafnargata 65	Fáskrúðsfjörður	750	DoggSigtryggsdottir@cuvox.de	426 5371	35	Purple	Home entertainment service technician	Solution Answers	2002 Saab 9-5	FileDoors.is	B+	58.5	155	6/1/1984
196	female	Ebba	Steinarsdóttir	Þjónustusvæði 28	Borgarfjörður	720	EbbaSteinarsdottir@armyspy.com	489 9611	45	Black	Land agent	Solution Realty	2005 Peugeot 307	BagSpecials.is	A+	103.9	166	2/21/1974
197	male	Kalman	Jónsson	Fitjabraut 45	Keflavík	230	KalmanJonsson@dayrep.com	449 2602	76	Blue	Career counselor	Rack N Sack	2004 Chrysler Neon	GroupBirthday.is	O+	89.5	162	9/18/1943
198	female	Hlíf	Áskelsdóttir	Suðurbraut 94	Hofsós	566	HlifAskelsdottir@teleworm.us	416 8436	46	Blue	Store manager	Powerbod	1993 Mazda MS-8	ExperienceElPaso.is	B+	82.2	172	11/18/1972
199	female	Svanborg	Steindórsdóttir	Hlégerði 19	Hnífsdalur	410	SvanborgSteindorsdottir@superrito.com	441 8259	33	Purple	Heavy truck and tractor-trailer driver	American Appliance	2010 Hyundai Azera	DoggyTherapist.is	B+	71.0	155	6/8/1986
200	female	Bjarney	Þorvarðardóttir	Skolavordustig 48	Reykjavík	132	BjarneyTHorvardardottir@jourrapide.com	485 1931	81	Purple	Groundskeeper	The Network Chef	2009 Mercedes-Benz Viano	WaterTan.is	O+	52.5	166	7/11/1938
201	female	Emilía	Óladóttir	Sudurlandsbraut 13	Reykjavík	105	EmiliaOladottir@fleckens.hu	417 9145	28	Purple	Music conductor	Incredible Universe	2004 TVR Tuscan	ScholarResearch.is	O+	73.8	154	2/24/1991
202	female	Emma	Reynisdóttir	Bjarkarstígur 74	Þingeyri	470	EmmaReynisdottir@armyspy.com	410 8268	67	Green	Letterpress setter	Olympic Sports	2008 Nissan Maxima	LocalLuggage.is	A+	76.7	162	6/29/1952
203	male	Rögnvaldur	Kristínarson	Höfðagata 72	Keflavíkurflugvöllur	235	RognvaldurKristinarson@superrito.com	458 5606	62	Blue	Underwriter	Allied City Stores	2002 Ford Escort	AuditionRooms.is	A+	70.1	165	11/1/1956
204	male	Júlíus	Karlsson	Stórholt 69	Kjörvogur	522	JuliusKarlsson@einrot.com	436 7454	60	Black	Grip	Jafco	2009 Pontiac Vibe	SourceVoip.is	O+	87.4	171	4/26/1959
205	male	Helgi	Sigbjörnsson	Eyrarodda 1	Flateyri	425	HelgiSigbjornsson@jourrapide.com	431 3838	49	Blue	Promotions specialist	Sammy's Record Shack	2005 Honda HR-V	VCFast.is	O+	72.8	173	1/15/1970
206	female	Inga	Eyðfinnsdóttir	Nesvegi 58	Hvolsföllur	861	IngaEydfinnsdottir@dayrep.com	479 4624	77	Blue	Archivist	Olson's Market	1992 Plymouth Voyager	CarDeveloper.is	A+	56.2	151	7/23/1942
207	male	Arnór	Valgarðsson	Guðmundsson 88	Flatey	345	ArnorValgardsson@armyspy.com	432 0590	70	Green	Personal trainer	Frank and Seder	2012 Toyota Prius V	TacoSale.is	B-	96.3	180	5/6/1949
208	male	Esjar	Guðmannsson	Thingvallastraeti 49	Akureyri	601	EsjarGudmannsson@cuvox.de	436 1733	61	Black	Map editor	Monk House Maker	2009 Fiat Croma	DUISites.is	O+	92.9	184	3/23/1958
209	female	Árný	Benediktsdóttir	Austurgata 98	Höfn	780	ArnyBenediktsdottir@superrito.com	428 2353	77	Red	Painter	Elek-Tek	2012 BMW 128	StandardVan.is	A+	75.3	161	12/8/1941
210	female	Agnes	Pálsdóttir	Hverafold 5	Reykjavík	111	AgnesPalsdottir@jourrapide.com	479 2567	60	Green	Sewer	University Stereo	1992 Volvo 460	JobAward.is	A+	54.6	154	1/8/1959
211	male	Hjalti	Áskelsson	Strandgata 58	Eskifjörður	735	HjaltiAskelsson@jourrapide.com	412 0608	75	Blue	Mason	Sholl's Colonial Cafeteria	2009 Mercedes-Benz Vito	BuySwedish.is	O+	75.6	177	3/23/1944
212	female	Freyja	Sigmundsdóttir	Bjarg Dalbraut 14	Búðardalur	370	FreyjaSigmundsdottir@teleworm.us	471 0393	55	Orange	Real estate closer	Griff's Hamburgers	2015 Buick Encore	FurnitureSpots.is	O+	86.5	164	9/27/1963
213	female	Salóme	Hafsteinsdóttir	Hverafold 27	Reykjavík	111	SalomeHafsteinsdottir@jourrapide.com	454 7954	44	Orange	Tow truck dispatcher	Piccolo Mondo	1993 Mitsubishi Magna	CardExaminer.is	AB+	54.6	169	1/18/1975
214	male	Friðsteinn	Arngrímsson	Sidumula 17	Reykjavík	150	FridsteinnArngrimsson@teleworm.us	442 7393	55	Silver	Security and fire alarm systems installer	The Record Shops at TSS	2002 Nissan Sentra	LuxurySights.is	A+	91.5	185	8/5/1964
215	male	Samúel	Kristleifsson	Hlíðarenda 15	Fosshóll	645	SamuelKristleifsson@jourrapide.com	435 4407	36	Green	Hospital attendant	Payless Cashways	2015 Honda Civic	SnowCities.is	B+	84.5	172	11/22/1982
216	male	Skarphéðinn	Sigurðsson	Kaupangsstræti 54	Þorlákshöfn	815	SkarphedinnSigurdsson@jourrapide.com	455 9172	63	Silver	Transit and railroad police	A. L. Price	2007 Peugeot 207	MemorabiliaAppraisals.is	AB+	68.8	182	2/12/1956
217	female	Maríanna	Valbergsdóttir	Þrúðvangur 73	Hella	850	MariannaValbergsdottir@gustr.com	478 8215	25	Red	Human resources recruiter	Music Plus	1993 BMW 325	TallPlayers.is	O+	49.4	173	3/25/1994
218	female	Edda	Sigurþórsdóttir	Fjölnisgata 50	Vogar	190	EddaSigurthorsdottir@superrito.com	430 3587	53	Green	Medical laboratory technologist	Gino's Hamburgers	1999 Isuzu VehiCross	RankHunter.is	B+	66.0	160	7/24/1966
